OBJECTID,STATEFP,COUNTYFP,County,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,DAC,Income_Group,Urban_Rural_RuralCenter,PerCap_100k_L2DCFC,DAC_andor_LIC,UCC_eligible,REV2_eligible,Shape__Area,Shape__Length
5178,06,037,Los Angeles County,195600,06037195600,1956,Census Tract 1956,527583,0,Disadvantaged Community,Low,Urban,33.921302578019,Yes,"Yes, eligible","No, ineligible",527581.168945312,3403.93364085427
5179,06,037,Los Angeles County,195710,06037195710,1957.10,Census Tract 1957.10,483407,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",483406.242431641,2975.46615487016
5180,06,037,Los Angeles County,195720,06037195720,1957.20,Census Tract 1957.20,288986,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",288985.00743103,2544.08080580769
5182,06,037,Los Angeles County,195802,06037195802,1958.02,Census Tract 1958.02,402523,0,Disadvantaged Community,Low,Urban,74.3218134522482,Yes,"Yes, eligible","No, ineligible",402522.441841125,3028.4327295367
5191,06,037,Los Angeles County,143200,06037143200,1432,Census Tract 1432,957094,0,Disadvantaged Community,Low,Urban,24.4798041615667,Yes,"Yes, eligible","No, ineligible",957095.50283432,4285.47516525219
5193,06,037,Los Angeles County,201301,06037201301,2013.01,Census Tract 2013.01,866178,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",866176.607124329,5961.90628689644
5195,06,037,Los Angeles County,201401,06037201401,2014.01,Census Tract 2014.01,1279510,28686,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1308195.93130493,4721.37805526868
5196,06,037,Los Angeles County,201402,06037201402,2014.02,Census Tract 2014.02,1941232,0,Disadvantaged Community,Low,Urban,1901.9019019019,Yes,"No, ineligible","No, ineligible",1941234.20048523,5794.23201486044
5198,06,037,Los Angeles County,139302,06037139302,1393.02,Census Tract 1393.02,338299,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",338298.78276825,2426.57323011275
5205,06,013,Contra Costa County,336201,06013336201,3362.01,Census Tract 3362.01,1242067,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1242067.46271795,6441.50638492984
5240,06,037,Los Angeles County,185202,06037185202,1852.02,Census Tract 1852.02,1205736,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1205737.77650452,5308.26710957578
5241,06,037,Los Angeles County,185310,06037185310,1853.10,Census Tract 1853.10,421083,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",421082.958969116,3707.69799655676
5242,06,037,Los Angeles County,405101,06037405101,4051.01,Census Tract 4051.01,1121229,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1121229.33112335,4508.55492400262
5244,06,037,Los Angeles County,185320,06037185320,1853.20,Census Tract 1853.20,587862,2709,Disadvantaged Community,Low,Urban,33.4336342360415,Yes,"Yes, eligible","No, ineligible",590573.005065918,4331.66389836792
5245,06,037,Los Angeles County,481603,06037481603,4816.03,Census Tract 4816.03,655706,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",655706.184066772,3683.59774042724
5246,06,037,Los Angeles County,481001,06037481001,4810.01,Census Tract 4810.01,1049644,0,Disadvantaged Community,Low,Urban,137.331197070268,Yes,"No, ineligible","No, ineligible",1049642.4380722,4845.34609639171
5247,06,037,Los Angeles County,404600,06037404600,4046,Census Tract 4046,22846777,2038279,Disadvantaged Community,Low,Urban,1147.77618364419,Yes,"No, ineligible","No, ineligible",24885055.1097412,40361.8631554853
5256,06,037,Los Angeles County,186401,06037186401,1864.01,Census Tract 1864.01,961479,0,Disadvantaged Community,Low,Urban,28.6615075952995,Yes,"Yes, eligible","No, ineligible",961478.990982056,5456.13498846458
5257,06,037,Los Angeles County,197200,06037197200,1972,Census Tract 1972,744116,32985,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",777102.485786438,4521.21172238556
5258,06,037,Los Angeles County,197300,06037197300,1973,Census Tract 1973,654246,0,Disadvantaged Community,Middle,Urban,74.0375123395854,Yes,"Yes, eligible","No, ineligible",654247.283126831,4637.87589563535
5261,06,031,Kings County,001601,06031001601,16.01,Census Tract 16.01,1697540632,2116644,Disadvantaged Community,Low,Rural,2901.73128505243,Yes,"No, ineligible","Yes, rural, eligible",1699657377.79724,185149.317088779
5262,06,031,Kings County,001300,06031001300,13,Census Tract 13,45574882,0,Disadvantaged Community,Low,Rural Center,41.5713988775722,Yes,"No, ineligible","Yes, rural center, eligible",45574880.4889307,41943.8576054313
5263,06,031,Kings County,000200,06031000200,2,Census Tract 2,162742336,30840,Disadvantaged Community,Low,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",162773170.161139,71483.2351376701
5264,06,031,Kings County,000100,06031000100,1,Census Tract 1,255196604,75237,Disadvantaged Community,High,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",255271857.575429,84720.9344851888
5265,06,031,Kings County,001701,06031001701,17.01,Census Tract 17.01,788710880,586957,Disadvantaged Community,Low,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",789297916.771502,126229.930839361
5266,06,031,Kings County,001200,06031001200,12,Census Tract 12,395454317,2468994,Disadvantaged Community,Low,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",397923329.324591,90812.8511607323
5267,06,031,Kings County,000300,06031000300,3,Census Tract 3,70139813,189883,Disadvantaged Community,Low,Rural,29.1630212890055,Yes,"No, ineligible","Yes, rural, eligible",70329705.6891552,43148.8593391042
5271,06,037,Los Angeles County,197420,06037197420,1974.20,Census Tract 1974.20,615578,0,Disadvantaged Community,Low,Urban,28.0583613916947,Yes,"Yes, eligible","No, ineligible",615578.508056641,3541.95739404222
5272,06,037,Los Angeles County,197500,06037197500,1975,Census Tract 1975,581662,58811,Disadvantaged Community,Low,Urban,51.0986203372509,Yes,"Yes, eligible","No, ineligible",640473.823043823,3174.90182506278
5273,06,037,Los Angeles County,197600,06037197600,1976,Census Tract 1976,388300,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",388298.815361023,3171.09294802852
5274,06,037,Los Angeles County,197700,06037197700,1977,Census Tract 1977,701768,0,Disadvantaged Community,Low,Urban,112.528132033008,Yes,"No, ineligible","No, ineligible",701769.463737488,4245.05882257109
5275,06,037,Los Angeles County,199000,06037199000,1990,Census Tract 1990,1500952,59675,Disadvantaged Community,Low,Urban,74.1977369690224,Yes,"Yes, eligible","No, ineligible",1560623.58666992,5801.69906925305
5277,06,031,Kings County,000500,06031000500,5,Census Tract 5,31428262,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",31428256.2901468,22857.5307498768
5282,06,031,Kings County,000800,06031000800,8,Census Tract 8,10472407,0,Disadvantaged Community,Low,Urban,79.1295746785361,Yes,"Yes, eligible","No, ineligible",10472405.9035182,12991.2451412337
5283,06,037,Los Angeles County,187102,06037187102,1871.02,Census Tract 1871.02,1960131,236567,Disadvantaged Community,Low,Urban,26.7451190157796,Yes,"Yes, eligible","No, ineligible",2196692.59809113,11694.8173158252
5284,06,037,Los Angeles County,187200,06037187200,1872,Census Tract 1872,918312,33033,Disadvantaged Community,Low,Urban,101.24873439082,Yes,"Yes, eligible","No, ineligible",951342.118331909,4742.64864200278
5287,06,031,Kings County,000900,06031000900,9,Census Tract 9,3966418,0,Disadvantaged Community,Low,Urban,100.553041729512,Yes,"Yes, eligible","No, ineligible",3966409.77462101,8430.64398587844
5289,06,031,Kings County,001002,06031001002,10.02,Census Tract 10.02,3216059,0,Disadvantaged Community,Low,Urban,215.940321947389,Yes,"No, ineligible","No, ineligible",3216062.4442625,9481.24894996321
5290,06,031,Kings County,001003,06031001003,10.03,Census Tract 10.03,5454894,0,Disadvantaged Community,Low,Urban,14.682131845544,Yes,"Yes, eligible","No, ineligible",5454896.60975027,9862.71724426629
5291,06,031,Kings County,001100,06031001100,11,Census Tract 11,9745964,0,Disadvantaged Community,Low,Urban,15.0806816468104,Yes,"Yes, eligible","No, ineligible",9745968.31327772,15188.0495415842
5294,06,037,Los Angeles County,237500,06037237500,2375,Census Tract 2375,337329,0,Disadvantaged Community,Low,Urban,34.2231348391513,Yes,"Yes, eligible","No, ineligible",337326.505126953,2513.10296088233
5296,06,065,Riverside County,042719,06065042719,427.19,Census Tract 427.19,27252099,279979,Disadvantaged Community,Low,Urban,18.2815356489945,Yes,"Yes, eligible","No, ineligible",27532081.083931,35745.1929072734
5301,06,037,Los Angeles County,213201,06037213201,2132.01,Census Tract 2132.01,334942,0,Disadvantaged Community,Low,Urban,50.8646998982706,Yes,"Yes, eligible","No, ineligible",334943.130989075,2501.99329922003
5302,06,037,Los Angeles County,213202,06037213202,2132.02,Census Tract 2132.02,337924,0,Disadvantaged Community,Low,Urban,25.3678335870117,Yes,"Yes, eligible","No, ineligible",337921.590061188,2481.48290277652
5303,06,037,Los Angeles County,128302,06037128302,1283.02,Census Tract 1283.02,688871,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",688870.993896484,3790.8989209912
5306,06,037,Los Angeles County,119320,06037119320,1193.20,Census Tract 1193.20,486436,10184,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",496619.353752136,2850.71913186747
5308,06,037,Los Angeles County,910403,06037910403,9104.03,Census Tract 9104.03,1255899,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1255900.91083908,4895.98767813272
5309,06,037,Los Angeles County,294520,06037294520,2945.20,Census Tract 2945.20,484078,0,Disadvantaged Community,Low,Urban,26.9541778975741,Yes,"Yes, eligible","No, ineligible",484078.734169006,2903.69725509852
5310,06,037,Los Angeles County,573202,06037573202,5732.02,Census Tract 5732.02,649038,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",649042.639709473,3222.35404028807
5314,06,037,Los Angeles County,542200,06037542200,5422,Census Tract 5422,1328440,55915,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1384358.33917236,5188.16166845407
5318,06,037,Los Angeles County,213310,06037213310,2133.10,Census Tract 2133.10,312089,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",312089.866378784,2385.18462061447
5319,06,037,Los Angeles County,213320,06037213320,2133.20,Census Tract 2133.20,311438,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",311440.653556824,2392.91263822011
5322,06,037,Los Angeles County,213401,06037213401,2134.01,Census Tract 2134.01,196100,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",196099.321838379,1928.52504308375
5337,06,065,Riverside County,030300,06065030300,303,Census Tract 303,2481817,0,Disadvantaged Community,Low,Urban,2309.01498403341,Yes,"No, ineligible","No, ineligible",2481815.70878601,8767.28841925844
5338,06,065,Riverside County,030400,06065030400,304,Census Tract 304,2739699,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2739694.84085846,7679.25933446869
5339,06,065,Riverside County,030501,06065030501,305.01,Census Tract 305.01,1879867,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1879869.69271088,6396.93692555714
5352,06,037,Los Angeles County,213402,06037213402,2134.02,Census Tract 2134.02,391846,0,Disadvantaged Community,Low,Urban,102.944204241301,Yes,"Yes, eligible","No, ineligible",391846.182929993,2531.54463307763
5357,06,067,Sacramento County,009006,06067009006,90.06,Census Tract 90.06,2904679,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2904678.10306787,10234.2564275502
5359,06,037,Los Angeles County,216900,06037216900,2169,Census Tract 2169,1094558,0,Disadvantaged Community,Middle,Urban,40.9332787556283,Yes,"Yes, eligible","No, ineligible",1094556.15642929,4599.06933297359
5361,06,037,Los Angeles County,217200,06037217200,2172,Census Tract 2172,919065,0,Disadvantaged Community,Low,Urban,192.492781520693,Yes,"No, ineligible","No, ineligible",919063.171943665,4573.93255574266
5362,06,037,Los Angeles County,218110,06037218110,2181.10,Census Tract 2181.10,598601,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",598602.033790588,3888.88547723976
5363,06,037,Los Angeles County,218210,06037218210,2182.10,Census Tract 2182.10,388481,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",388481.50112915,2673.49757911216
5364,06,037,Los Angeles County,218220,06037218220,2182.20,Census Tract 2182.20,672776,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",672776.072998047,3561.70467394906
5365,06,037,Los Angeles County,218300,06037218300,2183,Census Tract 2183,891389,9421,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",900806.220142365,5276.63003555982
5366,06,037,Los Angeles County,218400,06037218400,2184,Census Tract 2184,656666,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",656665.44190979,3714.56139686451
5367,06,037,Los Angeles County,218500,06037218500,2185,Census Tract 2185,523256,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",523256.473155975,3367.237018462
5368,06,037,Los Angeles County,218600,06037218600,2186,Census Tract 2186,430627,0,Disadvantaged Community,Low,Urban,31.7662007623888,Yes,"Yes, eligible","No, ineligible",430626.722225189,2739.50741294731
5369,06,037,Los Angeles County,218900,06037218900,2189,Census Tract 2189,703403,0,Disadvantaged Community,Low,Urban,16.2628069604814,Yes,"Yes, eligible","No, ineligible",703404.441287994,3506.92500666334
5370,06,037,Los Angeles County,219020,06037219020,2190.20,Census Tract 2190.20,726494,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",726494.828594208,3425.77348199163
5372,06,037,Los Angeles County,531202,06037531202,5312.02,Census Tract 5312.02,447318,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",447320.323524475,3223.83164934612
5373,06,037,Los Angeles County,224410,06037224410,2244.10,Census Tract 2244.10,453260,0,Disadvantaged Community,Low,Urban,31.3087038196619,Yes,"Yes, eligible","No, ineligible",453260.783493042,3211.09240957084
5376,06,037,Los Angeles County,218800,06037218800,2188,Census Tract 2188,411644,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",411645.22700882,2744.7175217236
5377,06,037,Los Angeles County,209401,06037209401,2094.01,Census Tract 2094.01,215664,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",215663.746795654,1941.80942296487
5387,06,065,Riverside County,030502,06065030502,305.02,Census Tract 305.02,1921791,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1921785.93894958,8117.54568994223
5388,06,065,Riverside County,030503,06065030503,305.03,Census Tract 305.03,557206,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",557207.220108032,2993.15264704884
5396,06,037,Los Angeles County,219500,06037219500,2195,Census Tract 2195,557587,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",557589.536945343,3177.43074033951
5397,06,037,Los Angeles County,219800,06037219800,2198,Census Tract 2198,446134,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",446132.778759003,2970.60494134323
5398,06,037,Los Angeles County,220000,06037220000,2200,Census Tract 2200,971788,0,Disadvantaged Community,Low,Urban,42.4538314582891,Yes,"Yes, eligible","No, ineligible",971791.048870087,3894.6523873944
5399,06,037,Los Angeles County,220100,06037220100,2201,Census Tract 2201,979760,635,Disadvantaged Community,Low,Urban,621.11801242236,Yes,"No, ineligible","No, ineligible",980392.985057831,5178.65957816109
5400,06,037,Los Angeles County,221120,06037221120,2211.20,Census Tract 2211.20,317504,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",317502.568618774,2293.56629276457
5401,06,037,Los Angeles County,221210,06037221210,2212.10,Census Tract 2212.10,358792,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",358790.853782654,2566.21227564003
5402,06,037,Los Angeles County,221220,06037221220,2212.20,Census Tract 2212.20,659399,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",659399.551605225,3209.3976497905
5404,06,037,Los Angeles County,232300,06037232300,2323,Census Tract 2323,628761,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",628761.12046051,3519.85026660575
5405,06,037,Los Angeles County,232400,06037232400,2324,Census Tract 2324,1112949,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1112950.90271759,4239.5519075024
5406,06,037,Los Angeles County,232500,06037232500,2325,Census Tract 2325,767691,0,Disadvantaged Community,Low,Urban,40.4858299595142,Yes,"Yes, eligible","No, ineligible",767691.409355164,3646.13197634716
5407,06,037,Los Angeles County,232600,06037232600,2326,Census Tract 2326,795281,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",795279.411170959,3743.0450832797
5408,06,037,Los Angeles County,232700,06037232700,2327,Census Tract 2327,731203,0,Disadvantaged Community,Low,Urban,15.2253349573691,Yes,"Yes, eligible","No, ineligible",731203.292129517,3506.45548562264
5409,06,037,Los Angeles County,232800,06037232800,2328,Census Tract 2328,426644,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",426645.837089539,2656.87371093025
5410,06,037,Los Angeles County,234000,06037234000,2340,Census Tract 2340,1241882,0,Disadvantaged Community,Low,Urban,18.4604024367731,Yes,"Yes, eligible","No, ineligible",1241881.10417175,5356.94419023285
5411,06,037,Los Angeles County,234200,06037234200,2342,Census Tract 2342,882910,0,Disadvantaged Community,Middle,Urban,742.574257425743,Yes,"No, ineligible","No, ineligible",882909.191051483,3969.33210402794
5412,06,037,Los Angeles County,540201,06037540201,5402.01,Census Tract 5402.01,260771,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",260777.102294922,3174.51681030989
5413,06,037,Los Angeles County,240600,06037240600,2406,Census Tract 2406,675863,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",675860.077423096,3441.82380401534
5414,06,037,Los Angeles County,534102,06037534102,5341.02,Census Tract 5341.02,799923,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",799922.294708252,4506.8884803079
5415,06,037,Los Angeles County,239310,06037239310,2393.10,Census Tract 2393.10,534855,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",534856.174034119,2950.23165693576
5416,06,037,Los Angeles County,532400,06037532400,5324,Census Tract 5324,12496795,442625,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",12939411.8675079,21025.1132820856
5417,06,037,Los Angeles County,532800,06037532800,5328,Census Tract 5328,551035,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",551035.093917847,3059.88723598322
5419,06,037,Los Angeles County,408202,06037408202,4082.02,Census Tract 4082.02,10244068,232878,Disadvantaged Community,Low,Urban,49.6277915632754,Yes,"Yes, eligible","No, ineligible",10476944.8038483,20359.0769994924
5423,06,065,Riverside County,031704,06065031704,317.04,Census Tract 317.04,2611008,0,Disadvantaged Community,Middle,Urban,51.3874614594039,Yes,"Yes, eligible","No, ineligible",2611009.32707977,7697.88926459214
5424,06,031,Kings County,001402,06031001402,14.02,Census Tract 14.02,1344134,0,Disadvantaged Community,Low,Rural Center,0,Yes,"No, ineligible","Yes, rural center, eligible",1344136.54874182,5337.31425363668
5436,06,065,Riverside County,045604,06065045604,456.04,Census Tract 456.04,261013338,161981737,Disadvantaged Community,Low,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",422995029.713242,120535.48739977
5437,06,065,Riverside County,042007,06065042007,420.07,Census Tract 420.07,133895239,190690,Disadvantaged Community,Middle,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",134085950.312096,56648.5355715655
5446,06,001,Alameda County,432400,06001432400,4324,Census Tract 4324,6433666,1385676,Disadvantaged Community,Low,Urban,157.075539054691,Yes,"No, ineligible","No, ineligible",7819342.74914312,14277.5785948503
5449,06,029,Kern County,002900,06029002900,29,Census Tract 29,2676218,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2676217.096735,6475.26507992543
5450,06,029,Kern County,003112,06029003112,31.12,Census Tract 31.12,2990532,21487,Disadvantaged Community,Low,Urban,114.920513311626,Yes,"No, ineligible","No, ineligible",3012020.51881981,6972.71223651188
5451,06,029,Kern County,003113,06029003113,31.13,Census Tract 31.13,2222662,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2222662.63061142,6019.47752179557
5453,06,065,Riverside County,040203,06065040203,402.03,Census Tract 402.03,938223,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",938223.045722961,5632.70136195958
5454,06,065,Riverside County,040204,06065040204,402.04,Census Tract 402.04,1377662,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1377661.1072998,5805.65727737548
5455,06,065,Riverside County,040303,06065040303,403.03,Census Tract 403.03,3056831,0,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",3056829.06549072,8320.2073655174
5456,06,065,Riverside County,040402,06065040402,404.02,Census Tract 404.02,4861457,27897,Disadvantaged Community,Low,Urban,45.7351932311914,Yes,"Yes, eligible","No, ineligible",4889353.56079865,11803.128288217
5472,06,029,Kern County,000200,06029000200,2,Census Tract 2,2842596,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2842594.30736923,10191.283134519
5473,06,029,Kern County,000300,06029000300,3,Census Tract 3,1518290,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1518289.77450752,7848.28705905678
5474,06,037,Los Angeles County,552700,06037552700,5527,Census Tract 5527,1375435,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1375438.06382751,5029.32083234708
5476,06,037,Los Angeles County,553000,06037553000,5530,Census Tract 5530,1264079,0,Disadvantaged Community,Low,Urban,59.6065964633419,Yes,"Yes, eligible","No, ineligible",1264082.585289,4956.9795374566
5496,06,037,Los Angeles County,601402,06037601402,6014.02,Census Tract 6014.02,983306,0,Disadvantaged Community,Low,Urban,41.7275192989777,Yes,"Yes, eligible","No, ineligible",983305.313369751,4043.12934331494
5497,06,037,Los Angeles County,601502,06037601502,6015.02,Census Tract 6015.02,490797,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",490797.750133514,3509.61903083155
5498,06,037,Los Angeles County,601600,06037601600,6016,Census Tract 6016,912444,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",912444.792625427,3921.54282310197
5499,06,037,Los Angeles County,601700,06037601700,6017,Census Tract 6017,780881,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",780876.94171524,3871.90267750035
5500,06,037,Los Angeles County,601801,06037601801,6018.01,Census Tract 6018.01,486723,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",486720.491443634,3215.22050780173
5501,06,037,Los Angeles County,601802,06037601802,6018.02,Census Tract 6018.02,484102,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",484100.21686554,3219.61291203347
5502,06,025,Imperial County,011500,06025011500,115,Census Tract 115,2047168,0,Disadvantaged Community,Low,Rural Center,64.2363899148868,Yes,"No, ineligible","Yes, rural center, eligible",2047167.27165222,6475.74847790212
5503,06,037,Los Angeles County,602002,06037602002,6020.02,Census Tract 6020.02,531123,4612,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",535736.702415466,3281.69256424012
5504,06,037,Los Angeles County,602003,06037602003,6020.03,Census Tract 6020.03,625130,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",625130.875511169,3150.78290491858
5505,06,037,Los Angeles County,602004,06037602004,6020.04,Census Tract 6020.04,592375,0,Disadvantaged Community,Low,Urban,26.9614451334592,Yes,"Yes, eligible","No, ineligible",592374.498710632,3108.6590283529
5506,06,037,Los Angeles County,602103,06037602103,6021.03,Census Tract 6021.03,835900,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",835899.543750763,3639.02201129518
5507,06,037,Los Angeles County,602104,06037602104,6021.04,Census Tract 6021.04,720926,0,Disadvantaged Community,Low,Urban,82.0883270398949,Yes,"Yes, eligible","No, ineligible",720929.958358765,3501.91635386191
5508,06,037,Los Angeles County,530700,06037530700,5307,Census Tract 5307,1057567,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1057569.18494415,5450.97046905094
5514,06,037,Los Angeles County,530801,06037530801,5308.01,Census Tract 5308.01,769113,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",769111.500534058,4422.23515637445
5515,06,037,Los Angeles County,530802,06037530802,5308.02,Census Tract 5308.02,566329,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",566328.313972473,4429.92599913355
5516,06,037,Los Angeles County,530901,06037530901,5309.01,Census Tract 5309.01,444141,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",444141.102012634,2670.4004748411
5517,06,037,Los Angeles County,531000,06037531000,5310,Census Tract 5310,999474,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",999472.36995697,4824.09892569927
5518,06,037,Los Angeles County,531102,06037531102,5311.02,Census Tract 5311.02,498376,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",498377.136245728,3001.77991920058
5519,06,037,Los Angeles County,531201,06037531201,5312.01,Census Tract 5312.01,555365,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",555362.648582458,3396.53216514731
5520,06,037,Los Angeles County,531301,06037531301,5313.01,Census Tract 5313.01,792708,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",792708.96031189,4653.04928696287
5521,06,037,Los Angeles County,531302,06037531302,5313.02,Census Tract 5313.02,883751,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",883752.945671082,4823.83082726984
5522,06,037,Los Angeles County,541001,06037541001,5410.01,Census Tract 5410.01,2609459,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2609457.46305847,6562.01204980988
5530,06,065,Riverside County,046700,06065046700,467,Census Tract 467,33307787,36823,Disadvantaged Community,Low,Urban,508.366871425545,Yes,"No, ineligible","No, ineligible",33344610.8236008,35668.2371786716
5532,06,071,San Bernardino County,002502,06071002502,25.02,Census Tract 25.02,2593782,0,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",2593780.94894409,6445.76764537832
5544,06,065,Riverside County,940400,06065940400,9404,Census Tract 9404,11515176,0,Disadvantaged Community,Low,Urban,29.3341155764154,Yes,"Yes, eligible","No, ineligible",11515181.1140747,14455.4252304088
5548,06,071,San Bernardino County,002602,06071002602,26.02,Census Tract 26.02,2012382,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2012383.75291443,6257.45029144075
5551,06,071,San Bernardino County,000201,06071000201,2.01,Census Tract 2.01,2941044,0,Disadvantaged Community,Middle,Urban,248.091603053435,Yes,"No, ineligible","No, ineligible",2941044.57278442,7569.89736673287
