OBJECTID,STATEFP,COUNTYFP,County,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,DAC,Income_Group,Urban_Rural_RuralCenter,PerCap_100k_L2DCFC,DAC_andor_LIC,UCC_eligible,REV2_eligible,Shape__Area,Shape__Length
3376,06,059,Orange County,110010,06059110010,1100.10,Census Tract 1100.10,1295131,0,NA,High,Urban,20.8289939595918,No,"No, ineligible","No, ineligible",1295129.12688446,4836.57996399336
3377,06,059,Orange County,110011,06059110011,1100.11,Census Tract 1100.11,1294106,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1294108.70565033,4816.1016597206
3378,06,067,Sacramento County,005202,06067005202,52.02,Census Tract 52.02,1759096,113923,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1873017.71477461,6754.47266345114
3379,06,099,Stanislaus County,003906,06099003906,39.06,Census Tract 39.06,1296513,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1296514.68133473,4551.6855543148
3380,06,099,Stanislaus County,003907,06099003907,39.07,Census Tract 39.07,3690659,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",3690658.90294957,9113.39831062408
3381,06,099,Stanislaus County,000506,06099000506,5.06,Census Tract 5.06,3895376,0,NA,Low,Urban,48.8758553274682,Yes,"Yes, eligible","No, ineligible",3895375.68299842,8065.25588777517
3382,06,075,San Francisco County,025200,06075025200,252,Census Tract 252,657048,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",657047.9596982,3880.78360717494
3383,06,075,San Francisco County,025300,06075025300,253,Census Tract 253,383005,0,NA,Middle,Urban,89.8069151324652,No,"No, ineligible","No, ineligible",383006.494709492,3277.28192601578
3384,06,075,San Francisco County,025402,06075025402,254.02,Census Tract 254.02,300170,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",300170.453221321,2653.74731731635
3385,06,067,Sacramento County,005605,06067005605,56.05,Census Tract 56.05,1285817,0,NA,Low,Urban,51.413881748072,Yes,"Yes, eligible","No, ineligible",1285815.60650682,4806.24633931209
3386,06,037,Los Angeles County,910404,06037910404,9104.04,Census Tract 9104.04,2574167,1936,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2576104.83065414,6310.89545935916
3387,06,037,Los Angeles County,910602,06037910602,9106.02,Census Tract 9106.02,1998576,2002,NA,Low,Urban,45.1161741484322,Yes,"Yes, eligible","No, ineligible",2000576.91754913,6490.52739908676
3388,06,037,Los Angeles County,910603,06037910603,9106.03,Census Tract 9106.03,2630522,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2630523.63927078,6476.19652676052
3389,06,075,San Francisco County,025500,06075025500,255,Census Tract 255,1076566,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1076563.80146456,5001.28471083897
3390,06,075,San Francisco County,025600,06075025600,256,Census Tract 256,562531,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",562531.075881481,4277.79824379618
3391,06,067,Sacramento County,005702,06067005702,57.02,Census Tract 57.02,3285933,0,NA,High,Urban,20.5592105263158,No,"No, ineligible","No, ineligible",3285932.72653532,7424.4384839506
3392,06,067,Sacramento County,005606,06067005606,56.06,Census Tract 56.06,2602561,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",2602559.92537832,6437.67225769616
3393,06,067,Sacramento County,005701,06067005701,57.01,Census Tract 57.01,2621460,0,NA,High,Urban,31.8167356029271,No,"No, ineligible","No, ineligible",2621462.99629211,6493.71252469369
3394,06,067,Sacramento County,005801,06067005801,58.01,Census Tract 58.01,2640616,0,NA,Middle,Urban,56.5610859728507,No,"No, ineligible","No, ineligible",2640616.48082304,6572.94970307465
3395,06,067,Sacramento County,002900,06067002900,29,Census Tract 29,2317596,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",2317593.98223209,8202.69632618822
3396,06,067,Sacramento County,003000,06067003000,30,Census Tract 30,2581783,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2581784.68116999,8143.42728956478
3397,06,067,Sacramento County,003101,06067003101,31.01,Census Tract 31.01,1256989,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1256989.73690844,4785.99877764309
3398,06,059,Orange County,074701,06059074701,747.01,Census Tract 747.01,1048262,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1048261.85257721,4290.62273915888
3399,06,059,Orange County,074702,06059074702,747.02,Census Tract 747.02,888569,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",888571.952049255,3925.67534748531
3400,06,067,Sacramento County,002800,06067002800,28,Census Tract 28,924552,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",924551.311935425,4005.0770247996
3401,06,067,Sacramento County,003102,06067003102,31.02,Census Tract 31.02,1147188,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1147188.88974047,4539.11405912984
3402,06,037,Los Angeles County,135203,06037135203,1352.03,Census Tract 1352.03,4501416,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",4501414.33926392,10185.5841174478
3403,06,067,Sacramento County,004905,06067004905,49.05,Census Tract 49.05,1719198,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1719197.53352118,6545.70198000669
3404,06,071,San Bernardino County,012300,06071012300,123,Census Tract 123,857381,0,NA,NA,Urban,0,No,"No, ineligible","No, ineligible",857381.357849121,3827.61351814421
3405,06,071,San Bernardino County,004900,06071004900,49,Census Tract 49,4834572,35274,Disadvantaged Community,Low,Urban,182.763953324898,Yes,"No, ineligible","No, ineligible",4869844.06878662,9421.7369420283
3406,06,071,San Bernardino County,006100,06071006100,61,Census Tract 61,4377818,37681,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",4415496.05989838,10904.6213879308
3407,06,071,San Bernardino County,007104,06071007104,71.04,Census Tract 71.04,4320102,0,NA,Middle,Urban,102.223358037312,No,"No, ineligible","No, ineligible",4320102.06115723,10316.7117912225
3408,06,071,San Bernardino County,007302,06071007302,73.02,Census Tract 73.02,29549073,2371,NA,Middle,Urban,317.191795305561,No,"No, ineligible","No, ineligible",29551437.9277802,29884.1703787355
3409,06,071,San Bernardino County,008500,06071008500,85,Census Tract 85,26818400,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",26818397.3835449,26717.4955052015
3410,06,071,San Bernardino County,008703,06071008703,87.03,Census Tract 87.03,60127501,11185,NA,High,Urban,13.204806549584,No,"No, ineligible","No, ineligible",60138692.2545319,41161.6583911376
3411,06,037,Los Angeles County,910705,06037910705,9107.05,Census Tract 9107.05,5731020,12334,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",5743352.46259689,9435.12076421819
3412,06,059,Orange County,074602,06059074602,746.02,Census Tract 746.02,1010694,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1010694.74517822,5089.45538874401
3413,06,059,Orange County,074802,06059074802,748.02,Census Tract 748.02,1130945,0,Disadvantaged Community,Low,Urban,59.0667454223272,Yes,"Yes, eligible","No, ineligible",1130951.19945526,4285.96771024075
3414,06,059,Orange County,075303,06059075303,753.03,Census Tract 753.03,1367996,0,NA,Middle,Urban,118.623962040332,No,"No, ineligible","No, ineligible",1367995.00233459,5054.64321490364
3415,06,059,Orange County,075401,06059075401,754.01,Census Tract 754.01,1420003,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1420005.95410919,5193.10234208784
3416,06,059,Orange County,075403,06059075403,754.03,Census Tract 754.03,2498781,0,NA,Low,Urban,123.380629241209,Yes,"No, ineligible","No, ineligible",2498785.87364197,8331.46093912449
3417,06,059,Orange County,075404,06059075404,754.04,Census Tract 754.04,1909806,0,NA,Low,Urban,27.7700638711469,Yes,"Yes, eligible","No, ineligible",1909808.08538818,6696.91360064181
3418,06,065,Riverside County,042214,06065042214,422.14,Census Tract 422.14,26856163,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",26856169.2224655,26922.1238655217
3419,06,037,Los Angeles County,135202,06037135202,1352.02,Census Tract 1352.02,1762612,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1762614.72529984,5431.21351140774
3420,06,065,Riverside County,042901,06065042901,429.01,Census Tract 429.01,28079172,173856,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",28253029.8149033,42787.1933217547
3421,06,065,Riverside County,041409,06065041409,414.09,Census Tract 414.09,42200741,53718,Disadvantaged Community,High,Urban,24.2248062015504,Yes,"Yes, eligible","No, ineligible",42254462.0511932,35038.728582134
3422,06,065,Riverside County,042004,06065042004,420.04,Census Tract 420.04,5602768,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",5602769.88266754,15651.600106205
3423,06,065,Riverside County,046403,06065046403,464.03,Census Tract 464.03,7378917,153165,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",7532081.82115173,15143.3383836917
3424,06,065,Riverside County,042206,06065042206,422.06,Census Tract 422.06,2822726,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2822725.70630646,10018.3858529096
3425,06,065,Riverside County,040302,06065040302,403.02,Census Tract 403.02,5725106,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",5725106.32091522,11181.1333694824
3426,06,065,Riverside County,042003,06065042003,420.03,Census Tract 420.03,11544256,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",11544253.7383804,18011.6266593029
3427,06,065,Riverside County,041806,06065041806,418.06,Census Tract 418.06,1597893,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1597894.8583374,5060.91579925038
3428,06,065,Riverside County,041600,06065041600,416,Census Tract 416,3279701,816,Disadvantaged Community,Low,Urban,92.1517432038089,Yes,"Yes, eligible","No, ineligible",3280511.38139343,9637.67609627298
3429,06,065,Riverside County,042213,06065042213,422.13,Census Tract 422.13,2832637,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",2832637.81258392,11935.22399545
3430,06,037,Los Angeles County,910707,06037910707,9107.07,Census Tract 9107.07,6663467,55480,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",6718944.84716415,10688.9140779019
3431,06,059,Orange County,087503,06059087503,875.03,Census Tract 875.03,1944386,0,NA,Low,Urban,2096.15704541674,Yes,"No, ineligible","No, ineligible",1944387.46460724,6447.07656317961
3432,06,065,Riverside County,041909,06065041909,419.09,Census Tract 419.09,8674801,581970,NA,Middle,Urban,426.894343649947,No,"No, ineligible","No, ineligible",9256768.17441559,14374.7004054532
3433,06,065,Riverside County,030601,06065030601,306.01,Census Tract 306.01,13824389,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",13824386.3712845,18042.6196758455
3434,06,065,Riverside County,043005,06065043005,430.05,Census Tract 430.05,14760461,0,Disadvantaged Community,Low,Urban,385.906040268456,Yes,"No, ineligible","No, ineligible",14760456.1980515,25694.5943566336
3435,06,065,Riverside County,042207,06065042207,422.07,Census Tract 422.07,2490436,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",2490436.87026978,11181.6442534592
3436,06,065,Riverside County,042008,06065042008,420.08,Census Tract 420.08,43822552,10906251,NA,High,Urban,0,No,"No, ineligible","No, ineligible",54728805.1205368,41822.5790981568
3437,06,067,Sacramento County,005002,06067005002,50.02,Census Tract 50.02,3064830,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3064831.38518143,9576.34045020014
3438,06,067,Sacramento County,004906,06067004906,49.06,Census Tract 49.06,958391,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",958391.237092018,4160.72733387915
3439,06,067,Sacramento County,005101,06067005101,51.01,Census Tract 51.01,2044251,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2044249.89729786,5831.54323467789
3440,06,111,Ventura County,007403,06111007403,74.03,Census Tract 74.03,3707709,0,NA,High,Urban,301.76026823135,No,"No, ineligible","No, ineligible",3707709.15730667,8703.6977618106
3441,06,111,Ventura County,007201,06111007201,72.01,Census Tract 72.01,3744617,0,NA,High,Urban,55.4631170271769,No,"No, ineligible","No, ineligible",3744614.85064697,8247.10247392359
3442,06,111,Ventura County,007505,06111007505,75.05,Census Tract 75.05,1543250,27798,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1571049.58079147,5612.00952560316
3443,06,111,Ventura County,007507,06111007507,75.07,Census Tract 75.07,8794944,1043306,NA,High,Urban,0,No,"No, ineligible","No, ineligible",9838250.7949295,15055.3195706439
3444,06,059,Orange County,087504,06059087504,875.04,Census Tract 875.04,946684,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",946677.191703796,4235.80481803124
3445,06,059,Orange County,087601,06059087601,876.01,Census Tract 876.01,1316283,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1316281.73417664,4853.91444812964
3446,06,059,Orange County,087602,06059087602,876.02,Census Tract 876.02,1974358,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1974357.03757477,6504.91979442214
3447,06,059,Orange County,087701,06059087701,877.01,Census Tract 877.01,1305908,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1305903.31504059,4854.44183253062
3448,06,059,Orange County,087703,06059087703,877.03,Census Tract 877.03,1305081,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1305080.65802002,4852.22855953444
3449,06,059,Orange County,089003,06059089003,890.03,Census Tract 890.03,1303056,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1303056.62989807,4841.34029156923
3450,06,059,Orange County,089004,06059089004,890.04,Census Tract 890.04,1292714,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1292714.27513123,4848.84244411969
3451,06,099,Stanislaus County,002004,06099002004,20.04,Census Tract 20.04,3133726,12883,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3146604.05103612,11079.1532435558
3452,06,059,Orange County,089102,06059089102,891.02,Census Tract 891.02,1658134,37081,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1695212.38546753,6011.80324840239
3453,06,059,Orange County,089104,06059089104,891.04,Census Tract 891.04,780929,34410,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",815336.877532959,4620.76401487435
3454,06,059,Orange County,089105,06059089105,891.05,Census Tract 891.05,1224993,23027,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1248018.91973877,4364.1392487236
3455,06,065,Riverside County,041703,06065041703,417.03,Census Tract 417.03,977553,0,Disadvantaged Community,Low,Urban,62.7155848228285,Yes,"Yes, eligible","No, ineligible",977552.586090088,4247.1594061213
3456,06,065,Riverside County,041500,06065041500,415,Census Tract 415,13957351,80165,Disadvantaged Community,Middle,Urban,367.759730309531,Yes,"No, ineligible","No, ineligible",14037520.6021957,21452.8962866547
3457,06,065,Riverside County,044807,06065044807,448.07,Census Tract 448.07,91511478,0,NA,Middle,Rural,0,No,"No, ineligible","Yes, rural, eligible",91511481.9665833,65076.2154442997
3458,06,065,Riverside County,046401,06065046401,464.01,Census Tract 464.01,202270482,0,NA,Middle,Rural,0,No,"No, ineligible","Yes, rural, eligible",202270476.432411,73709.4547289476
3459,06,065,Riverside County,042401,06065042401,424.01,Census Tract 424.01,21115399,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",21115398.3395615,24206.6923179815
3460,06,065,Riverside County,043802,06065043802,438.02,Census Tract 438.02,6351366,0,NA,Middle,Urban,50.0333555703803,No,"No, ineligible","No, ineligible",6351363.81977081,12917.4761853415
3461,06,065,Riverside County,042208,06065042208,422.08,Census Tract 422.08,1914114,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1914113.89467621,7079.10336924987
3462,06,065,Riverside County,030603,06065030603,306.03,Census Tract 306.03,3562209,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3562209.8246994,10129.7652755519
3463,06,065,Riverside County,041904,06065041904,419.04,Census Tract 419.04,3744737,139947,NA,High,Urban,204.043776664812,No,"No, ineligible","No, ineligible",3884686.13028717,17968.1825992007
3464,06,065,Riverside County,040301,06065040301,403.01,Census Tract 403.01,3359957,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3359955.40544128,13466.7065404791
3465,06,065,Riverside County,044402,06065044402,444.02,Census Tract 444.02,655072564,1694499,NA,Low,Rural,37.9794910748196,Yes,"No, ineligible","Yes, rural, eligible",656767110.930023,181580.543427906
3466,06,065,Riverside County,043701,06065043701,437.01,Census Tract 437.01,20037235,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",20037234.4068756,21603.4701732736
3467,06,065,Riverside County,046405,06065046405,464.05,Census Tract 464.05,4196710,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",4196710.04682159,11342.1995335871
3468,06,065,Riverside County,043509,06065043509,435.09,Census Tract 435.09,8097715,138481,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",8236192.6993866,13137.8764611347
3469,06,065,Riverside County,042521,06065042521,425.21,Census Tract 425.21,1619378,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1619379.6109848,5634.25615545591
3470,06,067,Sacramento County,002200,06067002200,22,Census Tract 22,2442983,287416,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2730402.13247871,8130.34561265693
3471,06,099,Stanislaus County,002100,06099002100,21,Census Tract 21,4790372,194176,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",4984538.09051871,11429.0694272024
3472,06,075,San Francisco County,025800,06075025800,258,Census Tract 258,241711,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",241710.932855129,2705.4925804844
3473,06,059,Orange County,099508,06059099508,995.08,Census Tract 995.08,1215278,0,NA,Low,Urban,58.6395621579359,Yes,"Yes, eligible","No, ineligible",1215281.98747253,5394.93318159377
3474,06,059,Orange County,099509,06059099509,995.09,Census Tract 995.09,1124784,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1124786.58466339,5980.60913057938
3475,06,059,Orange County,099506,06059099506,995.06,Census Tract 995.06,669002,2030248,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2699243.31617737,9897.4727382015
3476,06,065,Riverside County,042412,06065042412,424.12,Census Tract 424.12,51246942,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",51246944.6381989,43791.2049375344
3477,06,065,Riverside County,042005,06065042005,420.05,Census Tract 420.05,9812093,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",9812093.22481537,15783.2605019998
3478,06,065,Riverside County,045900,06065045900,459,Census Tract 459,273579599,298988,NA,Low,Rural,0,Yes,"No, ineligible","Yes, rural, eligible",273878594.671921,79250.977253567
3479,06,065,Riverside County,040902,06065040902,409.02,Census Tract 409.02,7621400,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",7621400.83544159,20594.8553320658
3480,06,065,Riverside County,044507,06065044507,445.07,Census Tract 445.07,10576109,0,NA,Low,Rural Center,0,Yes,"No, ineligible","Yes, rural center, eligible",10576112.0139923,16190.6052719798
3481,06,065,Riverside County,043809,06065043809,438.09,Census Tract 438.09,22345686,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",22345689.8594894,21629.1120263173
3482,06,065,Riverside County,043508,06065043508,435.08,Census Tract 435.08,6650915,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",6650911.14242554,16094.154753932
3483,06,067,Sacramento County,004008,06067004008,40.08,Census Tract 40.08,1580373,75337,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1655711.69907331,5392.78180418572
3484,06,067,Sacramento County,004009,06067004009,40.09,Census Tract 40.09,1873906,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1873904.60233784,7819.4507848322
3485,06,067,Sacramento County,004010,06067004010,40.10,Census Tract 40.10,1648104,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1648104.94503546,6511.92215285351
3486,06,067,Sacramento County,004011,06067004011,40.11,Census Tract 40.11,1098134,125267,NA,High,Urban,0,No,"No, ineligible","No, ineligible",1223402.85027838,4944.64922872979
3487,06,099,Stanislaus County,002803,06099002803,28.03,Census Tract 28.03,2136740,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",2136740.89544487,8906.42604888231
3488,06,075,San Francisco County,025900,06075025900,259,Census Tract 259,658503,81108,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",739606.381612301,5236.06585552984
3489,06,075,San Francisco County,026002,06075026002,260.02,Census Tract 260.02,357861,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",357858.963244438,2853.77051721947
3490,06,075,San Francisco County,026004,06075026004,260.04,Census Tract 260.04,336229,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",336226.506567001,2521.78945660484
3491,06,075,San Francisco County,020500,06075020500,205,Census Tract 205,276896,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",276896.662663937,2307.27383066547
3492,06,075,San Francisco County,061000,06075061000,610,Census Tract 610,2169752,865060,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",3034814.75562334,10130.6416396652
3493,06,037,Los Angeles County,533402,06037533402,5334.02,Census Tract 5334.02,485626,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",485625.457809448,2989.30798902787
3494,06,037,Los Angeles County,533501,06037533501,5335.01,Census Tract 5335.01,422242,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",422243.278198242,2714.89181631127
3495,06,037,Los Angeles County,576503,06037576503,5765.03,Census Tract 5765.03,311783,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",311782.718299866,2411.09865771528
3496,06,059,Orange County,110012,06059110012,1100.12,Census Tract 1100.12,2397228,0,NA,High,Urban,77.9575131553303,No,"No, ineligible","No, ineligible",2397227.49879456,8851.07465088269
3497,06,059,Orange County,110014,06059110014,1100.14,Census Tract 1100.14,670140,0,NA,Low,Urban,75.8437618505878,Yes,"Yes, eligible","No, ineligible",670142.19443512,4094.28696000509
3498,06,059,Orange County,110202,06059110202,1102.02,Census Tract 1102.02,1318696,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1318695.33233643,4874.20202198015
3499,06,067,Sacramento County,003400,06067003400,34,Census Tract 34,2248127,34205,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2282332.63215446,6155.44701463706
3500,06,067,Sacramento County,003300,06067003300,33,Census Tract 33,2377878,0,NA,Middle,Urban,439.753737906772,No,"No, ineligible","No, ineligible",2377877.30980396,6287.6075797793
3501,06,067,Sacramento County,003502,06067003502,35.02,Census Tract 35.02,1260333,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1260336.58189487,4794.58000962889
3502,06,065,Riverside County,042715,06065042715,427.15,Census Tract 427.15,24201350,597885,NA,Middle,Urban,53.8032147420808,No,"No, ineligible","No, ineligible",24799233.5175323,22903.2491324089
3503,06,065,Riverside County,046402,06065046402,464.02,Census Tract 464.02,2475930,6250947,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",8726890.16764069,17185.8646068712
3504,06,065,Riverside County,030200,06065030200,302,Census Tract 302,5100982,541422,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",5642408.89130402,16020.9755128122
3505,06,065,Riverside County,040201,06065040201,402.01,Census Tract 402.01,7845587,684526,Disadvantaged Community,Middle,Urban,31.5457413249211,Yes,"Yes, eligible","No, ineligible",8530114.60460663,21475.8793280256
3506,06,065,Riverside County,044300,06065044300,443,Census Tract 443,5403765,0,NA,Low,Urban,41.262636682484,Yes,"Yes, eligible","No, ineligible",5403767.17636108,13860.1764512754
3507,06,065,Riverside County,042209,06065042209,422.09,Census Tract 422.09,5564753,9589,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",5574343.51173401,14438.7974667135
3508,06,065,Riverside County,040701,06065040701,407.01,Census Tract 407.01,3515240,315237,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3830476.51200867,11416.06261387
3509,06,065,Riverside County,040606,06065040606,406.06,Census Tract 406.06,2611019,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",2611019.97021484,6466.20140752106
3510,06,065,Riverside County,031701,06065031701,317.01,Census Tract 317.01,16059427,77627,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",16137053.8154449,18744.5222992582
3511,06,065,Riverside County,044904,06065044904,449.04,Census Tract 449.04,34007165,0,NA,Low,Urban,38.5208012326656,Yes,"Yes, eligible","No, ineligible",34007173.3851166,40966.0327788971
3512,06,059,Orange County,110304,06059110304,1103.04,Census Tract 1103.04,1317911,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1317910.90467072,5019.01055670937
3513,06,059,Orange County,110401,06059110401,1104.01,Census Tract 1104.01,2270486,0,NA,Low,Urban,285.364859355891,Yes,"No, ineligible","No, ineligible",2270488.35813904,6466.62443561464
3514,06,059,Orange County,110402,06059110402,1104.02,Census Tract 1104.02,1961254,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1961256.39434814,6498.58186532527
3515,06,065,Riverside County,043222,06065043222,432.22,Census Tract 432.22,8743819,17777,NA,High,Urban,357.924040564725,No,"No, ineligible","No, ineligible",8761595.01779938,12870.7549303268
3516,06,065,Riverside County,043001,06065043001,430.01,Census Tract 430.01,14068478,7948320,NA,Low,Urban,183.356840620592,Yes,"No, ineligible","No, ineligible",22016781.129631,27737.3978366436
3517,06,065,Riverside County,030602,06065030602,306.02,Census Tract 306.02,3295293,0,NA,High,Urban,0,No,"No, ineligible","No, ineligible",3295297.85933685,13406.9671965456
3518,06,065,Riverside County,042509,06065042509,425.09,Census Tract 425.09,1294061,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1294059.46593475,4824.88685567219
3519,06,065,Riverside County,041003,06065041003,410.03,Census Tract 410.03,1847602,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",1847601.73563385,7387.19389111748
3520,06,065,Riverside County,041004,06065041004,410.04,Census Tract 410.04,9787612,447739,Disadvantaged Community,Middle,Urban,0,Yes,"Yes, eligible","No, ineligible",10235354.7990265,20828.6659568639
3521,06,065,Riverside County,042009,06065042009,420.09,Census Tract 420.09,11829146,0,NA,Middle,Urban,0,No,"No, ineligible","No, ineligible",11829139.319313,19811.8247211448
3522,06,065,Riverside County,040502,06065040502,405.02,Census Tract 405.02,8988896,0,Disadvantaged Community,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",8988895.46805573,14462.7387366014
3523,06,059,Orange County,075405,06059075405,754.05,Census Tract 754.05,884092,0,NA,Low,Urban,116.009280742459,Yes,"No, ineligible","No, ineligible",884092.690864563,3903.28950814497
3524,06,059,Orange County,075505,06059075505,755.05,Census Tract 755.05,1670437,0,NA,Low,Urban,89.4187779433681,Yes,"Yes, eligible","No, ineligible",1670444.26937866,5660.58874849346
3525,06,059,Orange County,075506,06059075506,755.06,Census Tract 755.06,1327255,0,NA,Low,Urban,82.5082508250825,Yes,"Yes, eligible","No, ineligible",1327254.76163483,5165.64676861153
3526,06,059,Orange County,075507,06059075507,755.07,Census Tract 755.07,1270775,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",1270776.63804626,4812.19734485073
3527,06,059,Orange County,075513,06059075513,755.13,Census Tract 755.13,663874,0,NA,Low,Urban,0,Yes,"Yes, eligible","No, ineligible",663872.939697266,3270.53701409772
